risk_event_id,project_id,mp_id,mp_name,detected_on,risk_score,risk_level,risk_reason,review_status,data_type
RE00005015,P00919,MP014,Manoj Mehta,2026-04-02,12.3,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005016,P00919,MP014,Manoj Mehta,2026-01-16,29.6,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005017,P00919,MP014,Manoj Mehta,2025-02-02,37.7,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005018,P00919,MP014,Manoj Mehta,2026-07-14,36.2,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00005019,P00919,MP014,Manoj Mehta,2026-03-18,25.4,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005020,P00920,MP021,Neha Sharma,2026-08-04,31.4,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00005021,P00920,MP021,Neha Sharma,2025-01-09,13.7,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005022,P00920,MP021,Neha Sharma,2025-05-11,11.3,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005023,P00920,MP021,Neha Sharma,2025-07-20,25.3,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005024,P00921,MP028,Pooja Joshi,2026-01-14,43.0,MEDIUM,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005025,P00921,MP028,Pooja Joshi,2026-05-15,39.6,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005026,P00921,MP028,Pooja Joshi,2025-06-29,28.8,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005027,P00921,MP028,Pooja Joshi,2026-01-06,30.8,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005028,P00922,MP035,Ravi Nair,2025-05-06,5.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005029,P00922,MP035,Ravi Nair,2025-04-30,9.3,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00005030,P00922,MP035,Ravi Nair,2026-05-18,9.9,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005031,P00923,MP042,Nitin Singh,2025-07-20,15.8,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00005032,P00923,MP042,Nitin Singh,2025-06-30,11.7,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00005033,P00923,MP042,Nitin Singh,2026-03-16,24.5,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00005034,P00923,MP042,Nitin Singh,2026-07-21,25.6,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005035,P00923,MP042,Nitin Singh,2025-03-13,17.7,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00005036,P00923,MP042,Nitin Singh,2025-11-28,32.4,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00005037,P00923,MP042,Nitin Singh,2025-12-23,44.2,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005038,P00924,MP049,Anita Mehta,2026-08-22,5.0,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00005039,P00924,MP049,Anita Mehta,2025-10-13,5.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005040,P00924,MP049,Anita Mehta,2025-12-05,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005041,P00924,MP049,Anita Mehta,2025-08-07,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005042,P00924,MP049,Anita Mehta,2025-07-23,6.4,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005043,P00924,MP049,Anita Mehta,2026-03-17,8.8,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005044,P00924,MP049,Anita Mehta,2025-05-25,12.8,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005045,P00924,MP049,Anita Mehta,2026-07-01,14.3,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005046,P00925,MP056,Meena Sharma,2025-10-28,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005047,P00925,MP056,Meena Sharma,2026-05-08,5.3,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00005048,P00925,MP056,Meena Sharma,2026-02-11,5.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005049,P00925,MP056,Meena Sharma,2025-02-18,27.2,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005050,P00925,MP056,Meena Sharma,2025-12-29,20.9,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00005051,P00925,MP056,Meena Sharma,2025-04-17,22.8,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005052,P00925,MP056,Meena Sharma,2026-07-14,19.1,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005053,P00926,MP003,Priya Joshi,2026-06-15,14.9,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005054,P00926,MP003,Priya Joshi,2025-10-26,5.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00005055,P00926,MP003,Priya Joshi,2025-08-31,7.3,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005056,P00926,MP003,Priya Joshi,2025-03-31,10.5,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005057,P00926,MP003,Priya Joshi,2026-07-09,22.7,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00005058,P00926,MP003,Priya Joshi,2026-02-01,25.6,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005059,P00927,MP010,Arjun Nair,2025-02-12,18.0,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005060,P00927,MP010,Arjun Nair,2025-01-11,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005061,P00927,MP010,Arjun Nair,2025-09-13,26.7,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005062,P00927,MP010,Arjun Nair,2025-05-06,13.3,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005063,P00927,MP010,Arjun Nair,2025-05-29,20.0,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00005064,P00927,MP010,Arjun Nair,2025-12-29,33.1,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00005065,P00927,MP010,Arjun Nair,2025-03-05,36.7,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005066,P00928,MP017,Rahul Singh,2026-06-12,5.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005067,P00928,MP017,Rahul Singh,2025-10-25,22.9,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005068,P00928,MP017,Rahul Singh,2025-10-05,19.4,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005069,P00928,MP017,Rahul Singh,2025-01-31,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005070,P00928,MP017,Rahul Singh,2025-12-12,18.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005071,P00928,MP017,Rahul Singh,2026-05-16,24.0,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00005072,P00928,MP017,Rahul Singh,2025-10-28,24.9,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005073,P00929,MP024,Kavita Mehta,2025-04-13,67.6,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00005074,P00929,MP024,Kavita Mehta,2025-09-08,58.7,MEDIUM,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005075,P00929,MP024,Kavita Mehta,2025-08-16,66.4,MEDIUM,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00005076,P00929,MP024,Kavita Mehta,2026-03-20,67.7,MEDIUM,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00005077,P00929,MP024,Kavita Mehta,2025-12-28,75.3,HIGH,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005078,P00930,MP031,Amit Sharma,2025-02-27,5.6,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00005079,P00930,MP031,Amit Sharma,2025-12-11,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005080,P00930,MP031,Amit Sharma,2026-03-14,12.4,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005081,P00930,MP031,Amit Sharma,2026-01-01,7.1,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00005082,P00930,MP031,Amit Sharma,2025-06-01,5.5,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00005083,P00930,MP031,Amit Sharma,2026-06-10,11.4,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00005084,P00931,MP038,Suresh Joshi,2025-08-03,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005085,P00931,MP038,Suresh Joshi,2026-05-24,14.4,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005086,P00931,MP038,Suresh Joshi,2025-09-23,20.8,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005087,P00931,MP038,Suresh Joshi,2025-01-15,25.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005088,P00931,MP038,Suresh Joshi,2025-07-20,25.2,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005089,P00931,MP038,Suresh Joshi,2026-06-12,32.5,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00005090,P00931,MP038,Suresh Joshi,2026-02-02,18.2,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00005091,P00931,MP038,Suresh Joshi,2026-07-20,24.2,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005092,P00932,MP045,Deepak Nair,2026-05-15,5.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005093,P00932,MP045,Deepak Nair,2026-06-28,10.4,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005094,P00932,MP045,Deepak Nair,2025-08-09,5.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00005095,P00932,MP045,Deepak Nair,2025-05-29,5.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00005096,P00932,MP045,Deepak Nair,2026-06-03,11.9,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005097,P00932,MP045,Deepak Nair,2026-07-27,5.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005098,P00932,MP045,Deepak Nair,2026-07-02,10.3,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00005099,P00933,MP052,Vikram Singh,2026-02-28,12.1,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005100,P00933,MP052,Vikram Singh,2025-03-17,5.6,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00005101,P00933,MP052,Vikram Singh,2026-03-08,26.2,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005102,P00934,MP059,Manoj Mehta,2026-06-17,46.9,MEDIUM,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005103,P00934,MP059,Manoj Mehta,2025-11-24,60.2,MEDIUM,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005104,P00934,MP059,Manoj Mehta,2025-05-15,62.8,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005105,P00935,MP006,Neha Sharma,2025-05-12,24.3,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00005106,P00935,MP006,Neha Sharma,2025-06-22,19.4,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005107,P00935,MP006,Neha Sharma,2026-03-23,28.1,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005108,P00935,MP006,Neha Sharma,2026-05-15,42.8,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005109,P00935,MP006,Neha Sharma,2025-07-31,34.6,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005110,P00936,MP013,Pooja Joshi,2026-08-07,5.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005111,P00936,MP013,Pooja Joshi,2025-05-21,26.7,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005112,P00936,MP013,Pooja Joshi,2026-05-16,14.6,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00005113,P00936,MP013,Pooja Joshi,2025-12-19,22.4,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005114,P00936,MP013,Pooja Joshi,2026-03-10,27.9,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00005115,P00937,MP020,Ravi Nair,2025-05-11,38.9,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005116,P00937,MP020,Ravi Nair,2025-12-12,37.6,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00005117,P00937,MP020,Ravi Nair,2025-04-23,45.6,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00005118,P00937,MP020,Ravi Nair,2025-12-04,41.8,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005119,P00937,MP020,Ravi Nair,2026-02-28,52.6,MEDIUM,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005120,P00937,MP020,Ravi Nair,2025-07-19,51.0,MEDIUM,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005121,P00937,MP020,Ravi Nair,2025-01-25,62.2,MEDIUM,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00005122,P00938,MP027,Nitin Singh,2026-04-30,7.6,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005123,P00938,MP027,Nitin Singh,2026-06-02,24.8,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00005124,P00938,MP027,Nitin Singh,2025-10-30,27.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00005125,P00939,MP034,Anita Mehta,2025-09-17,5.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00005126,P00939,MP034,Anita Mehta,2026-05-16,5.3,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00005127,P00939,MP034,Anita Mehta,2025-07-01,5.8,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005128,P00939,MP034,Anita Mehta,2025-11-30,8.3,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00005129,P00939,MP034,Anita Mehta,2025-10-14,11.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005130,P00939,MP034,Anita Mehta,2025-03-01,8.9,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00005131,P00939,MP034,Anita Mehta,2025-03-09,5.9,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005132,P00939,MP034,Anita Mehta,2026-01-24,9.8,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00005133,P00940,MP041,Meena Sharma,2026-03-02,5.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005134,P00940,MP041,Meena Sharma,2026-07-31,5.0,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005135,P00940,MP041,Meena Sharma,2025-08-13,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005136,P00940,MP041,Meena Sharma,2025-10-28,8.8,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00005137,P00940,MP041,Meena Sharma,2025-08-22,12.8,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005138,P00940,MP041,Meena Sharma,2025-09-02,5.9,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00005139,P00940,MP041,Meena Sharma,2025-09-12,24.4,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005140,P00940,MP041,Meena Sharma,2025-01-27,12.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005141,P00941,MP048,Priya Joshi,2026-04-02,41.3,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00005142,P00941,MP048,Priya Joshi,2026-03-08,49.7,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005143,P00941,MP048,Priya Joshi,2026-03-08,55.1,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005144,P00941,MP048,Priya Joshi,2025-08-30,49.9,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005145,P00942,MP055,Arjun Nair,2026-03-28,50.3,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00005146,P00942,MP055,Arjun Nair,2025-09-20,56.2,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00005147,P00942,MP055,Arjun Nair,2026-07-27,63.8,MEDIUM,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005148,P00942,MP055,Arjun Nair,2025-05-05,71.4,HIGH,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005149,P00942,MP055,Arjun Nair,2026-06-17,65.0,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005150,P00942,MP055,Arjun Nair,2025-01-13,74.1,HIGH,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00005151,P00943,MP002,Rahul Singh,2025-09-09,5.0,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005152,P00943,MP002,Rahul Singh,2025-07-07,15.2,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005153,P00943,MP002,Rahul Singh,2026-05-13,9.1,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005154,P00943,MP002,Rahul Singh,2025-02-24,11.1,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005155,P00943,MP002,Rahul Singh,2026-03-24,20.6,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00005156,P00943,MP002,Rahul Singh,2026-01-04,22.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005157,P00943,MP002,Rahul Singh,2026-05-02,23.3,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005158,P00944,MP009,Kavita Mehta,2026-04-24,30.3,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005159,P00944,MP009,Kavita Mehta,2025-12-25,33.5,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005160,P00944,MP009,Kavita Mehta,2026-05-19,44.2,MEDIUM,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00005161,P00944,MP009,Kavita Mehta,2026-08-18,51.5,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00005162,P00944,MP009,Kavita Mehta,2025-03-30,44.2,MEDIUM,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005163,P00944,MP009,Kavita Mehta,2026-03-03,47.4,MEDIUM,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005164,P00944,MP009,Kavita Mehta,2025-02-25,62.4,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00005165,P00944,MP009,Kavita Mehta,2025-07-01,63.0,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005166,P00945,MP016,Amit Sharma,2025-12-29,21.3,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00005167,P00945,MP016,Amit Sharma,2025-07-29,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005168,P00945,MP016,Amit Sharma,2026-06-14,16.9,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005169,P00945,MP016,Amit Sharma,2026-03-12,31.7,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005170,P00945,MP016,Amit Sharma,2026-08-09,23.3,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005171,P00945,MP016,Amit Sharma,2025-01-22,33.9,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00005172,P00945,MP016,Amit Sharma,2025-03-03,26.3,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00005173,P00946,MP023,Suresh Joshi,2025-09-25,12.2,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00005174,P00946,MP023,Suresh Joshi,2025-02-10,27.7,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00005175,P00946,MP023,Suresh Joshi,2025-04-08,28.0,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00005176,P00946,MP023,Suresh Joshi,2025-12-12,27.8,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00005177,P00947,MP030,Deepak Nair,2026-01-18,5.0,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00005178,P00947,MP030,Deepak Nair,2026-08-07,5.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005179,P00947,MP030,Deepak Nair,2025-02-01,5.0,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00005180,P00947,MP030,Deepak Nair,2026-08-04,5.0,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005181,P00947,MP030,Deepak Nair,2026-05-05,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005182,P00947,MP030,Deepak Nair,2025-07-30,15.9,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005183,P00947,MP030,Deepak Nair,2026-03-31,11.9,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00005184,P00948,MP037,Vikram Singh,2026-04-05,38.5,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00005185,P00948,MP037,Vikram Singh,2025-04-27,5.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00005186,P00948,MP037,Vikram Singh,2025-12-10,43.2,MEDIUM,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00005187,P00948,MP037,Vikram Singh,2025-03-11,40.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00005188,P00948,MP037,Vikram Singh,2025-05-04,40.2,MEDIUM,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00005189,P00948,MP037,Vikram Singh,2026-06-09,34.8,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00005190,P00948,MP037,Vikram Singh,2026-07-26,37.3,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00005191,P00949,MP044,Manoj Mehta,2026-01-07,5.0,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00005192,P00949,MP044,Manoj Mehta,2025-02-21,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00005193,P00949,MP044,Manoj Mehta,2026-08-14,5.0,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00005194,P00949,MP044,Manoj Mehta,2025-01-31,5.0,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00005195,P00949,MP044,Manoj Mehta,2026-04-07,7.6,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00005196,P00949,MP044,Manoj Mehta,2025-09-15,5.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005197,P00949,MP044,Manoj Mehta,2025-09-12,5.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00005198,P00950,MP051,Neha Sharma,2025-06-02,5.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00005199,P00950,MP051,Neha Sharma,2026-03-27,5.6,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00005200,P00950,MP051,Neha Sharma,2026-05-09,14.7,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00005201,P00950,MP051,Neha Sharma,2025-03-18,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
